country,points,price,region_1,winery,description
US,87.0,60.0,Napa Valley,Brookman,"Ultra-ripe, this Cab is decadently tasty, but not really dry. It's almost as gooey soft and sweet as a dessert pastry, with flavors of pie crust, chocolate pudding, sweet blackberry jam, currants and licorice. Drink now."
US,88.0,28.0,Napa Valley,Peju,"Rich caramel and a substantive presence of oak overlay an otherwise fairly light-bodied, structured wine from an estate vineyard. It's packed in tropical elements and baked apple."
US,91.0,38.0,Paso Robles,Peachy Canyon,"Concentrated strawberry, black cherry, cinnamon-laced latte, licorice and mocha converge in an intriguing and beautiful nose from this legendary Zin winery. The structure is immediately apparent on the palate, framing smoked strawberry, oregano and dill flavors. It's full of plush, ripe fruit, but seemingly bone dry."
US,89.0,30.0,Yakima Valley,:Nota Bene,"Young and fresh, this 100% Malbec has tight, spicy, peppery fruit that leads into a surprisingly long finish. It's not tricked up with oak, but the sharp young berry flavors evolve in the mouth and bring on clove, wintergreen and mint, which resonate through a lingering finish. Though the fruit lacks flesh, it doesn't hold back on pure flavor, and promises good things ahead for this new vineyard."
US,85.0,42.0,Napa Valley,Lawer,"This is direct and a bit hot in alcohol, with jammy berry, cherry, currant and oak flavors. It offers good Cabernet pleasure in an everyday sort of way."
Italy,83.0,16.0,Puglia,Fatalone,"The expression of this wine is so light that it could probably be classified as a rosÃ©, though its label does not describe it as such. Made using organically-farmed fruit, it shows bright berry and white cherry flavors, with crisp acidity."
Italy,93.0,104.0,Barolo,Michele Chiarlo,"This beautiful expression of Nebbiolo from the Cannubi cru opens with elegant and defined aromas of forest fruit, white chocolate, drying minerals, violets and moderate, spicy barbecue-like aromas. The wine shows excellent structure and tight, drying tannins that need 5?? more years of cellar aging."
Italy,86.0,18.0,Friuli Grave,Piera Martellozzo,"This blend of Merlot and Cabernet has aromas of bell pepper, black currant and a hint of cedar wood. The palate shows one-dimensional flavors of plum, black currant and oak."
US,90.0,27.0,Napa Valley,Lang & Reed,"This is the producer's inaugural foray into the variety, sourced from the Oak Knoll area. The wine is inspired by the Loire Valley and its well-known Cabernet Franc. Coopered in French oak and stainless steel, it retains a subtle crispness and light body, the acidity supporting highlights of floral white fig, pear and honey."
US,92.0,68.0,Sonoma Coast,Red Car,"From a tiny, organically farmed vineyard outside of Occidental, this wine is dense in earth, with a brambly nose of wild cherry and cranberry. Salty and herbal, it retains plenty of acidity on the light-bodied palate, offering a mix of cinnamon and tangerine on the finish."
Spain,88.0,21.0,Ribera del Duero,Bodegas PeÃ±afiel,"Initial hickory and clove aromas give way to cool earth scents. This flush, tannic RDD is edgy and abrasive in feel, with baked plum and spicy berry flavors. On the finish, this tastes saucy and earthy, with mild astringency stemming from hard tannins."
US,86.0,19.0,Columbia Valley (WA),Saint Laurent,"Tart green apple fruit flavors dominate, with high acids and perhaps a hint of light toast. Simple and straightforward."
US,93.0,47.0,Russian River Valley,Carlisle,"From a ranch planted originally in 1926 this is a knockout wine, exotically spiced and nuanced in pepper, cinnamon and a distinction of sandalwood. High-toned fruit provides a lift to the lushness that wants to dominate, but never does, allowing the tangy orange and blackberry to speak quietly and clearly."
US,86.0,22.0,Paso Robles,Eberle,"Sangiovese may be the hardest grape of all to get right. In Eberle's hands, it makes for a softly pleasant, lip-smackingly delicious wine of ease and comfort. Nothing Italian about it, but you'll like the cherry, berry, tobacco and spice flavors."
Italy,85.0,21.0,Greco di Tufo,Villa Matilde,"Sensations of white peach, apricot, citrus and mineral come alongside medicinal notes that leave a rather bitter taste."
Argentina,84.0,10.0,Mendoza,Trapiche,"Spice and dusty fruit aromas are equalized by saucy, funky, leafy notes. This is full in the mouth, with flavors of brown sugar, baking spices and baked cherry. This finishes with mild spice and oak flavors."
France,97.0,451.0,BÃ¢tard-Montrachet,Domaine Leflaive,"The balance of this wine is what makes it so impressive. Spice and yellow fruit intermingle effortlessly. There is a core of tight, coiled steel, like a spring, which gives minerality along with the richness. At the end, acidity lifts the wine, finishing with freshness as well as intensity."
US,87.0,16.0,Columbia Valley (WA),Patterson,"High-toned, with somewhat muted fruit ??waxy comes to mind ??yet with appealing softness and immediate drinkability. It's non-vintage, a blend of two Cabernets, Merlot and Syrah, streaked with vanilla."
France,93.0,60.0,Chablis,Jean-Marc Brocard,"This is so closed up at the moment, all mineral and steel, that it is hard to feel the ripeness of the tropical fruit. As this develops, it will flesh out the yellow fruits, balancing the acidity. The aftertaste is already thirst quenching."
France,88.0,15.0,Cahors,Georges Vigouroux,"This is a full-bodied and soft wine. Full of juicy red fruit flavors and rounded tannins, it's fruity and ready to drink, with delicious acidity at the end."
Australia,87.0,15.0,Langhorne Creek,Zonte's Footstep,"Once thought to be AlbariÃ±o, this grape variety is actually native to France's Jura. In this example from South Australia, it's a lean, crisp white, with hints of pencil shavings that accent its grapefruity flavors. It's pretty, harmonious and a good all-around white for drinking over the next 6?? months."
Italy,87.0,15.0,Alto Adige,Erste Neue,"This 100% Schiava opens with aromas of woodland berry, rose petal and a whiff of underbrush. The palate delivers dried cherry and a hint of forest floor alongside bright acidity and soft tannins."
US,94.0,110.0,Napa Valley,World's End,"This wine is hugely robust in concentration and power, a study in mountain-grown brambly berry and serious tannin. Bark, pencil and a wealth of spiced plum form the core of its character, with secondary elements of cherry and cigar box coming into play over time. Enjoy best beginning in 2024 through 2034."
US,90.0,30.0,Napa Valley,Clos Pegase,"Tight red fruit and a solid whack of oak make for a fine wine. Tobacco mingles with coffee on the otherwise black-cherry and curranty palate. It's definitely clean and polished, and will drink well for the next three to five years."
US,90.0,28.0,Yakima Valley,McCrea,"A blend of Grenache, MourvÃ¨dre, Syrah and Counoise, this wine brings an intriguing assortment of red and blue jammy fruit, herbs, cranberry and peppery spices. Reflective of the warm vintage it comes from, it's ripe, full bodied and in a sweet spot. Drink now."
US,92.0,40.0,Santa Lucia Highlands,Matias Wines,"Dark and concentrated pomegranate and rosebud aromas meet with juniper and sweet pine needle on the nose of this bottling. The attack is a clean and flavorful, mixing dried cranberry and tangy cherry with thyme, marjoram and peppercorn, culminating in a camphor-like finish."
Italy,87.0,17.0,Soave Classico,Montresor,"Aromas of acacia flower, broom and a toasted note lead the nose. The palate offers light oak, yellow apple and lemon drop alongside racy acidity."
Italy,92.0,83.0,Toscana,Argiano,"Argiano's Suolo is a true standout in the world of Tuscan Sangiovese. It achieves elegance, complexity and richness with bright cherry notes contrasted against sweet vanilla and spicy oak. The finish is long, smooth and persistent."
Italy,95.0,130.0,Barolo,Poderi Aldo Conterno,"Juicy black cherry, tobacco, leather, underbrush, licorice, menthol, mint and balsamic notes all come together on this powerfully structured wine. The succulent, ripe fruit is supported by a solid tannic backbone. It's already delicious but it's still compact and brooding so give it time to unwind. Drink after 2020??040."
US,86.0,35.0,Santa Lucia Highlands,Hahn,"Lots of acidity in this Pinot, maybe too much, as it gives a sour edge to the sweet raspberries and cherries. The end result is candied cough drop. Decant before serving."
US,89.0,11.0,California,McManis,"An appetizing hickory-smoke aroma and bold fruit flavors make this one stand out, yet it doesn't go too far with the woody character. A hint of bacon blends well with the ripe blackberry flavors, and the rich texture and firm tannins make it a great wine to pair with big portions of protein."
France,92.0,40.0,Champagne,Fluteau,"This impressive Champagne is rich while tight and mineral-textured. Creamy and ripe, it balances the weight of Pinot Noir with the elegance of Chardonnay. The producer's location in the relatively warm Aube region gives its wines extra fullness. This one is just now ready to drink."
US,93.0,39.0,California,The Mountain Winery,"It's very good, with deep, delicious flavors of tropical fruits, minerals and vanilla, accented with elaborate oak and brightened with crisp acidity. Production was a low 223 cases, but it's worth a search."
France,89.0,15.0,CÃ´tes de Provence,Domaine de la SangliÃ¨re,"Totally fresh and fruity, the wine also shows a light touch of vanilla. It is deliciously packed with ripe fruits, as well as acidity and some structure. Drink now."
US,89.0,32.0,El Dorado,Skinner,"This distinctive wine is spicy and meaty in flavor and very firm in texture as lots of fine-grained tannins give it grip, and full body helps it flood the tongue and coat the sides of the mouth. Best after 2019."
Italy,93.0,57.0,Terre Siciliane,Passopisciaro,"Seductively rich and powerful but also refined, this opens with aromas of ripe berry, orange zest, exotic spice and leather. The firm, juicy palate delivers crunchy red cherry, crushed raspberry, anise, mineral and pipe tobacco alongside polished tannins. Drink 2016??032."
US,93.0,35.0,Columbia Valley (WA),Syncline,"This blend is concentrated and meaty. It perfectly captures and combines the raspberry intensity of the Grenache, the brambleberry fruit of the MourvÃ¨dre and the peppery smoke and spice of the Syrah. Somehow winemaker James Mantone coaxes something akin to French garrigue out of the grapes as well, making this one of a handful of Washington RhÃ´nes that really capture those elusive French herbal highlights."
Italy,89.0,40.0,Barbaresco,Pasquale Pelissero,"You'll find earthy aromas of leather, truffle, violet, ripe black cherry and a funky whiff of game on this. The approachable palate offers fleshy dark cherry, cranberry, clove and a hint of licorice alongside firm but not very persistent tannins."
US,85.0,24.0,Arroyo Grande Valley,Rancho Arroyo Grande,"You'll find strong flavors of grilled blackberries and black cherries, tobacco, unsweetened baker's chocolate and black pepper in this dry, tannic wine. Made from Syrah, MourvÃ¨dre and Counoise, it's rustic and high in alcohol. Makes you think of beef tacos."
France,86.0,20.0,Blaye CÃ´tes de Bordeaux,ChÃ¢teau Saint Urbain,"This is firm, with dense fruits and ripe tannins. It has concentration as well as plenty of red fruits. Drink this potentially rich wine from Alliance Bourg from 2018."
US,91.0,33.0,Columbia Valley (WA),Brian Carter Cellars,"This is Brian Carter's Southern RhÃ´ne-influenced blend. The 2009 is 53% Grenache, 23% Syrah, 18% MourvÃ¨dre, 4% Cinsault and 2% Counoise, sourced from seven different vineyards. It all comes into focus somehow, yielding a seductive wine with a gentle intensity. Tart red currant, pomegranate and raspberry flavors are lightly spicy and dusted with pretty herbs. ChÃ¢teauneuf-du-Woodinville?"
France,89.0,20.0,Montravel,ChÃ¢teau Laulerie,"The Dubard family has produced a fine and ripe wine. Perfumed and with tropical fruit flavors it is a rich wine, packed with fruit and also finely textured. It has weight, yellow fruits and fine acidity. Drink from late 2017."
US,88.0,45.0,Sonoma Mountain,Argot,"Jammy, baked black cherry gives this wine a richness of flavor and texture, while cola and clove stand idly by in support. Lively acidity preserves a freshness on the palate."
US,88.0,26.0,Napa Valley,Markham,"A few years in the bottle have nicely mellowed this wine, giving it a soft, smooth mouthfeel. The flavors are of cherries, red and black, perfectly ripe, seasoned with cassis and smoky new oak. Dry and elegant, this Merlot should hold well for five years."
France,87.0,19.0,CrÃ©mant d'Alsace,Cave de RibeauvillÃ©,"Brilliant, fresh wine, very bright and crisp with an attractive touch of toast to go with the fragrant berry fruits. Elegant and light, it is a fine, refreshing CrÃ©mant."
Spain,87.0,12.0,Rueda,Hermanos Lurton,"The light apple and mild citrus aromas are nice. It feels fresh and medium in intensity, with notes of peach, apple, pear and citrus in equal, moderate doses. Short, lemony and fresh on the finish."
France,84.0,9.0,CÃ´tes de Provence,Baron Gassier,"A light-bodied rosÃ© with plenty of freshness on the finish, this is very clean and fruity in a slightly confected style. The delicate strawberry and cherry flavors are pleasant enough. Best served well chilled."
Italy,88.0,125.0,Barolo,Borgogno,"Aromas of underbrush, tobacco leaf, leather, wild berry and a balsamic note take the lead. The palate offers juicy Morello cherry, black raspberry, licorice and sage alongside rather astringent tannins."
US,93.0,100.0,Willamette Valley,Nicolas-Jay,"A big, chunky tannic wine, loaded with black-cherry fruit. The structure is there to age awhile, and 15 months in 50% new French oak has added notes of coffee and dark chocolate. There's a hint of tar, and overall an impression of bridled power. Drink now through 2025."
US,87.0,20.0,Mendocino,Horse & Plow,"Subtle and steely, this Pinot Gris is crisp and lemony. It has plenty of citrus amidst a core of herbs and flowers. The grapes are sourced from the organic vineyards of Guinness McFadden in the Potter Valley area of Mendocino County."
US,92.0,30.0,San Luis Obispo County,Cutruzzola,"Notes of fresh honeysuckle, baking soda and shaved citron mix with tons of slate, gravel and wet rocks on the nose of this great bottling. There's the slightest touch of sweetness to the palate, where waves of vibrant acidity carry forth flavors of orange blossom and mandarin as well as a grapefruit peel twist. It's certainly drinkable now, but will mature and evolve well through 2034."
US,92.0,38.0,Paso Robles Willow Creek District,Peachy Canyon,"A vintage leader in this Zin house's series of site studies, this shows rose petals, violets, black tobacco, crushed anise and black sage on the delicately complex nose. Presenting great tension between the tannins and acidity, the palate offers candied blackberries and red cherries, cut by spearmint and green tea."
US,85.0,28.0,Carneros,Verotto,"Good, if a bit heavy and dull. Tastes like an older wine, with soft cherry, cocoa, licorice, spice and dried fruit flavors. Drink now."
US,92.0,22.0,El Dorado,Lava Cap,"This wine beautifully blends vivid fruit, enticing spice and luxuriously creamy flavors that are concentrated, layered and complex. It pulls it all off gracefully due to underlying acidity that supports a lush texture and leads to a long finish."
Italy,87.0,17.0,Moscato d'Asti,Adriano Marco & Vittorio,"This expression beautifully showcases Moscato d'Asti's typical sweet, musky aroma, along with notes of peach, citrus, white flower and honey."
US,88.0,100.0,Willamette Valley,Amalie Robert,"Firm and tart, this is a rather light, earthy, herbal take on the grape. Its blueberry and blue plum suggestions are bound in an unyielding frame, with a whiff of rubber ball on the nose."
US,93.0,43.0,Napa Valley,Darioush,"You can taste the oak and lees influence in this rich, full-bodied Chardonnay. With a creamy mouthfeel, it gets serious on the midpalate, with flavors of buttery peach, orange and nectarine fruit. Outstanding and elegant."
US,87.0,13.0,Washington,Dusty Cellars,"Subdued stone-fruit, jasmine and white-flower aromas lead to off-dry fruit flavors. It goes down easy."
US,91.0,21.0,Eola-Amity Hills,Owen Roe,"This wine shows finesse, driven by its seamless mix of citrus, melon, peach and pear fruits. Immediately delicious, it actually improves by the second day, showing its perfect acid-to-fruit balance. Give it a light chill?not too much?and it's a perfect autumnal sipper."
US,91.0,48.0,Willamette Valley,Love & Squalor,"This displays the big, chunky, California-style fruit of the 2012 vintage. It's forward, ripe, lusciously fruity, with plums, cherries, orange peel and more. Highlights of cinnamon and chocolate add complexity to the finish. Drink now through 2020."
US,90.0,48.0,Willamette Valley,Archery Summit,"A fine, elegant Pinot Noir, still in its infancy, with bright cranberry and raspberry fruit taking center stage. A shimmering, vivid, youthful vitality elevates the fruit flavors, with juicy acidity and restrained oak influence. Though this is the least expensive wine in the Archery Summit portfolio, it may surprise those who cellar it. Some extra years in the bottle could bring out unsuspected depth and power."
Spain,90.0,22.0,RÃ­as Baixas,Paco & Lola,"Clean and crisp apricot, nectarine and green-melon aromas are typical for the variety. The solid, fresh palate is crystal clear, while flavors of peach and nectarine finish as smooth as glass."
Australia,89.0,15.0,Clare Valley,Long Flat,"Nearly a Best Buy, this Riesling offers early drinkability relative to many of its Clare cousins. Mixed citrus and crushed-stone aromas mark the nose, while the medium-bodied palate finishes long, with what seems to be a touch of sweetness. Drink now??010."
France,86.0,15.0,Beaujolais RosÃ©,Domaine des Nugues,"Light and fruity, this is full of refreshing red berry fruits, making this a clean, forward apÃ©ritif. It has fragrant acidity on the finish."
US,92.0,34.0,Monterey,Metz Road,"A smaller project from the Scheid family of wines, this single-vineyard expression offers a sanguine nose of blood, iodine, dirt, crushed violets and a touch of pungent juniper and pine. It's light and lithe on the palate, with pomegranate, cranberry and iron, proving to be a very fresh sipper."
US,90.0,16.0,Central Coast,McClean,"Compelling warm berry compote and orange rind aromas mark the nose of this stylishly labeled bottling, with dried fennel, cola and dill accents. The palate is as hearty as expected, with ripe blackberry, vanilla, rose petal and ginger snap flavors."
Italy,87.0,26.0,Conegliano Valdobbiadene Prosecco Superiore,Merotto,"Fresh, bright and super lively on the palate, this very attractive Prosecco Superiore would pair with bite-sized quiche with cheese and ham or mini-pizza appetizers. Citrus and green melon are backed by acidity and tight, steely perlage."
US,91.0,41.0,Finger Lakes,Damiani,"Dark, ripe and concentrated, this voluptuous red offers loads of Merlot's characteristically plush plum and cherry flavors. It's also a deeply nuanced wine with pretty violet and chocolate notes mingling into spicy licorice and graphite. Richly textured, yet neatly balanced, it's drinking beautifully now but should hold well over the next decade."
France,98.0,520.0,Champagne,Salon,"Salon's releases are rare and signify a great vintage?the last release was the 2002. Coming from grand cru vineyards in Le Mesnil-sur-Oger, this 2004 is complex and concentrated, capturing the essence of Chardonnay in Champagne. Intense minerality and ripe apple and citrus fruits accompany the purity and crisp texture that are part of its ability to age. The wine can continue for many years, certainly to 2025 and beyond."
France,86.0,19.0,CÃ´tes de Bordeaux,ChÃ¢teau du Vallier,"As with other wines produced by the Dulon family, this suffers from too much oak. Here it shows in the wood acidity, the burnt character and the bitter coffee flavors. It's a shame because somewhere under there is fruit. A year or two more will help, so wait until 2018."
US,91.0,44.0,Marin County,Couloir,"Powerful, natural, uncomplicated grape aromas and flavors fuel this light-bodied but memorable wine. With each sip its depth, complexity and appeal improve. The density and intensity of the fruit flavors combine with very firm tannins and lively acidity to make it nervy and delicious. Best now through 2019."
US,88.0,32.0,Sonoma Coast,Portalupi,"Cherry liqueur akin to kirsch rises aromatically, along with a lavender perfume. Light and high-strung, this is a tightly wound wine, punched in acidity and savory tea. The finish displays bold swathes of oak."
US,83.0,25.0,California,Ambrose,"This is a sturdy, dry wine with hefty texture and straightforward, almost neutral flavors. It has an unusual salmon-amber color, light peach aromas and slightly earthy notes on the palate."
US,92.0,48.0,Santa Maria Valley,Riverbench,"Hay yellow in the glass, this rosÃ© isn't pink at all, but offers inviting aromas of seltzer, crushed chalk, light lemon peels and yellow apples. The palate is quite mellow, which is pleasing, showing flavors of cider apple, dough and grapefruit peel."
Spain,94.0,125.0,Ribera del Duero,Matarromera,"This is a deep, layered, tannic Tempranillo from an intense vintage. Its blackberry, black plum and cedar aromas are broad and lush. Chocolaty oak flavors enwrap its ripe blackberry fruit, remaining rich and long on the finish. Drink 2018??026."
France,87.0,11.0,CostiÃ¨res de NÃ®mes,ChÃ¢teau de Nages,"This medium-bodied blend of Grenache, Syrah and MourvÃ¨dre shows off delicate floral and herbal notes laced over a core of raspberry compote. It's slightly creamy in texture, showing supple tannins on the finish, where it picks up a hint of bay leaf. Ready to drink now."
US,90.0,75.0,Napa Valley,Faust,"This 100% Cabernet is tannic, acidic and dry, yet remarkably fruity as well. It shows a classic cool-climate Napa structure, with blackberry, currant and oak flavors. It's not yet ready to drink, so give it at least six years in the cellar, and possibly far longer."
US,90.0,39.0,Chalone,Michaud,"Clean and light aromas of apples, sharp nectarine, yellow lilies and crushed white rocks make for a compelling nose on this bottling. The palate is very high-toned on first sip, then opens up with flavors of seared lemon rinds, saffron, sea salt and a light custard."
US,87.0,35.0,Sta. Rita Hills,Ampelos,"Still tannic and acidic after all these years, this dry Grenache offers a ripe heart of cherries and cherry liqueur. Earns a point or two for elegance. Drink now."
France,88.0,16.0,CÃ´tes de Gascogne,Domaine de MÃ©nard,The honeyed wine has just a touch of botrytis as evidenced by the dry edge to the apricot and marmalade flavors. There is plenty of delicious refreshing acidity to balance the sweetness of this poised and stylish wine. Drink late 2017.
Spain,92.0,77.0,MÃ¡laga,Jorge OrdÃ³Ã±ez & Co.,"Brownish orange in color, this shows apricot and mango aromas in front of a lush but balanced palate. Orange, mango and a touch of brown sugar fill out the flavor profile, while a smooth finish avoids stickiness by offering up bracing acidity."
France,90.0,33.0,MonthÃ©lie,Bouchard PÃ¨re & Fils,"An opulent style, where the tannins are subservient to the ripeness of the red cherry flavor. The acidity enhances the sweetness of the rich fruit, and the lively, vibrant texture comes sweeping right through to finish."
France,84.0,11.0,CÃ´tes du RhÃ´ne,Lucas Carton,"Leathery and earthy, with hints of cranberries and chocolate. It's medium bodied and supple enough to drink now, turning a bit tart on the finish."
US,90.0,42.0,Calistoga,Vermeil,"Zin hardly gets riper or fruitier than this. Blended with a little Petite Sirah, which accounts for the tannins and depth, it's jam-packed with wild berries, currants, licorice, cocoa, black pepper and sandalwood, while high alcohol gives it a rich, glycerine mouthfeel."
US,82.0,15.0,California,Seven Daughters,"This is a straightforward but simple wine. It's dry and crisp but a bit watery with lemon, lime and vanilla flavors."
US,88.0,56.0,Russian River Valley,Testarossa,"A little gritty in texture, and the rawness is compounded by black pepper tartness. Yet there's a huge, succulent core of black cherry fruit, and the wine is perfectly dry and acidic. An interesting Pinot, one to stash in the cellar and see what happens."
US,87.0,26.0,Paso Robles,Eberle,"Simple sweet apple and poached pear notes meet with a slight tonic and guava nectar on the nose of this bottling that blends the Four Lanterns and Mill Road vineyards. Yellow apple and Anjou pear pop on the palate that ends on a yellow-grapefruit-peel finish, altogether clean and crisp."
US,83.0,15.0,Sonoma County,Sonoma Collection,"This wine of unknown grape varieties shows a thread of sweet cola and vanilla throughout a larger tunnel of smoky char, remaining somewhat flat, bitter and simple on the palate."
Australia,89.0,31.0,Adelaide Hills,Shaw and Smith,"Complex aromas and flavors of blackberries, leather, roasted meat and coffee show plenty of class, and this wine appears to firm up in the glass, offering more structure than its initial suppleness and amplitude suggest. It may close up for a few years, so try it now, or hold and try it after 2012."
Italy,87.0,16.0,Chianti Classico,Rocca delle MacÃ¬e,"This bright, straightforward red offers aromas of wild berry, coffee and a whiff of tilled soil. On the soft, easy-drinking palate, notes of chopped sage and baking spice add interest to the red cherry core. Drink through 2016."
US,88.0,15.0,Finger Lakes,Chateau Lafayette Reneau,"Pretty hibiscus nectar and lychee notes add an exotic twist to this dainty late-harvest Riesling. Light on its feet, it's deliciously juicy on the palate with showers of pink grapefruit and stone fruit. Finishes clean with a brisk, black tea note."
Italy,89.0,47.0,Amarone della Valpolicella,Zanoni,"On the bold and powerful side, this deals lush flavors of dark chocolate, chewy cherry, leather, tobacco and barbecue smoke. Packed with intensity and soft richness, it also delivers a fine point of fresh acidity on the finish."
US,85.0,25.0,Paso Robles,Hearthstone,"Pretty good southern RhÃ´ne-style red blend, with rich cherry-berry, chocolate, spice and sandalwood flavors that finish dry and robust. Needs a juicy burger to cut through the tannins. Ready now."
US,92.0,29.0,Arroyo Seco,Mesa Del Sol,"The aging program for this Syrah, which comes from a vineyard near the intersection of the Carmel and Salinas valleys, results in a solidly balanced wine. Pepper, boysenberry and game consume the nose, with blackberry fruit, mint, tobacco and a greenish bitterness keeping the palate interesting."
US,90.0,52.0,Napa Valley,Paraduxx,"This is a blend of Cabernet Sauvignon and Zinfandel. Zin provides the fuel to power the wine, while Cab lends elegance and structure. The flavors are a composite of both grapes, explosive in blackberries, currants, mocha, pepper and charcuterie."
France,90.0,37.0,Chablis,Joseph Drouhin,"This is deliciously crisp and steely, with an apple flavor and the weight of citrus and grapefruit. It has a minerally, chalky feel, and then the wine rounds out, with crisp fruit on the finish."
US,89.0,45.0,Sonoma Valley,VJB,"VJB's estate Syrah, from Sonoma Valley, is vintage variable, and 2004 was kind to it. The grapes got quite ripe, so the wine, which is slightly hot, shows lush flavors of black and red currants, dates and figs, chocolate macaroons, anisette and peppery spices. Yet it maintains a balancing backbone of acids."
France,90.0,34.0,Sancerre,Michel Vattan,"Named after a parcel of vines, this youthful, fruity wine is on its way to being delicious. It has a proper steely character, shot through with acidity and minerality while the citrus character is strong and firm. Drink from 2015."
US,94.0,95.0,Willamette Valley,BergstrÃ¶m,"This succulent wine is saturated with rich citrus flavors. Grapefruit, lemon, lime and pineapple notes combine while its 18 months in barrel contributes a layer of buttery toast."
US,86.0,16.0,Clarksburg,Clarksburg Wine Company,"A Clarksburg Chenin that does its region proud, this is invitingly floral, with a thick, viscous imprint of pear and fig and just slightly sweet at 1.1% residual sugar."
US,93.0,44.0,Santa Cruz Mountains,Big Basin,"From 35-year-old dry farmed wines (the oldest in Corralitos) and 30% whole cluster/wild yeast fermentation comes aromas of pine pitch and blackberry jelly. The flavors are driven by sagebrush against a backdrop of deep purple fruit, with distinctive notes of juniper and eucalyptus powering the flavors from front to back."
US,84.0,20.0,Monticello,Pollak,"This Pinot Gris has aromas of wax, red apple, underripe white peach and citrus. The white peach note becomes more dominant on the easygoing palate, and it leads to a mineral-like tang that lingers onto the slightly yeasty finish."
US,87.0,25.0,Russian River Valley,Friedeman,"Meaty and substantial on the palate, this wine comes from several vineyard sites and was fermented in stainless steel tanks. It has a juicy note of sweet, ripe red fruit that's inviting."
US,88.0,45.0,Sonoma Coast,Rubinna,"This wine offers baked flavors of red raspberry, black cherry and grapy plum. It finds its balance between juicy approachability and a swat of tannin that provides depth and body. It finishes ripe and with a suggestion of char."
US,90.0,40.0,Mendocino,McFadden,"Easy-drinking, rich and mouth-filling, this wine is a winner from start to finish. It has red cherry and dill aromas, ripe plum and cherry flavors and a supple texture. Light on tannin and full in body, it's generous and satisfying to drink."
France,89.0,19.0,Morgon,Vignerons de Bel Air,"Jammy fruits are still kept in check by the dry tannins that surround this wine. It has a firm structure, intense acidity and black plum-skin fruit flavors. It's a serious wine, solid and certainly needing to age. Drink from 2017."
Spain,87.0,65.0,Conca de BarberÃ ,Torres,"On the nose, this aging Chardonnay brings corn to mind. Its palate is neither exciting nor flawed, with melon and stone fruit flavors that are yeasty and short, finishing on a bready and slightly oxidized note. Not a great value for its price."
France,94.0,93.0,Beaune,Chanson PÃ¨re et Fils,"This is a generous wine, although one that will need some serious aging. It is rich in tannins and powered by a firm structure. The fruit offers the weight to counter the tannins. It just needs time. Drink from 2024."
Italy,92.0,30.0,Recioto di Soave,Sandro de Bruno,"Here's a lightly oak-aged Recioto di Soave that opens with an intensely golden color and beautiful aromas of raw honey, roasted almond and chestnut, backed by candied fruit and apricot."
France,83.0,13.0,Bordeaux RosÃ©,Les Hauts de Lagarde,"This bright, pink-colored wine is full of caramel and vanilla flavors that give a fat, dull character to the taste. It is dry, touched by bitter almonds and with a sharp aftertaste of acidity."
Italy,87.0,15.0,Vermentino di Sardegna,Santa Maria La Palma,"I Papiri is a fresh and fragrant white, with bright aromas of citrus, cut grass and white peach. Pair it with any Mediterranean fish dish."
US,91.0,30.0,Livermore Valley,Murrieta's Well,"Seriously refreshing, this pink and copper-colored medium-bodied wine has dazzling citrus aromas, pink grapefruit and raspberry flavors and great acidity that wakes up the taste buds. Made from Grenache and Counoise grapes, it's just the thing for an alfresco lunch or to pour with appetizers before dinner."
Spain,86.0,11.0,Jumilla,Juan Gil,"Blackberry and herbal aromas vie with raw oak and heat on the bouquet of this chunky, jammy, slightly sloppy feeling Monastrell. Dark plum, blackberry and baking spice flavors veer in the direction of clove, and overall this shows itself to be far more oak-based than pure."
US,87.0,52.0,Paso Robles,LXV,"Cola, dark cherry and candied strawberry show on the nose of this blend of 33% Grenache, 34% Syrah and 33% Tempranillo. The palate offers root beer and cherry cola flavors, with ample amounts of anise, nutmeg and vanilla, its tannins needing time to soften."
US,89.0,65.0,McMinnville,Ken Wright,"Tasted along with a dozen other single vineyard selections from Ken Wright, this feels a bit thin, but only in relation to a portfolio of astonishing power and depth. Truffle, red berries and sharp acidity combine nicely, though the finish falls away rather quickly."
US,85.0,30.0,Mokelumne River,Macchia,"The ripest and strongest of the Lodi Native wines this year, this has raspberry and black pepper aromas tinged with dusty, earthy accents, and heavy flavors like stewed plums."
US,85.0,22.0,Edna Valley,Wolff,"Edna Valley is a pretty chilly growing area, and you can taste the climate in the thick tannins and zingy acids that mark this Petite Sirah. It shows the variety's classic flavors of blackberries and currants, with notes of dried leather, tobacco, beefsteak and pepper."
US,87.0,11.0,California,McManis,"This very attractive, medium-bodied wine emphasizes fruit flavor and freshness along with a lively texture. The raspberry aromas and red cherry flavors offer plenty of interest, and the balance makes it quite appetizing."
US,86.0,60.0,Howell Mountain,La Jota Vineyard,"A good, sound Cabernet, well-made and clean, with proper varietal flavors of blackberries, cocoa and smoky new oak. Yet it's somewhat soft, with a jammy-candy taste, and seems to lack complexity. Could be going through an awkward phase."
US,88.0,17.0,Rogue Valley,RoxyAnn,"A RhÃ´ne-style blend of 65% Syrah, 30% Grenache and 5% Viognier, this was aged entirely in neutral oak, to its benefit. The aromas burst from the glass with fresh ground pepper in the lead, and the Syrah and Grenache seem in perfect balance, each enhancing the other. Vibrant tart cranberry fruit is matched to juicy acids and that ravishing pepper. Pepper steak anyone?"
